# BEAST v1.10.2
# Generated Sun Dec 02 20:30:11 SAST 2018 [seed=1543775410815]
# -beagle outbreak_25_expo_cauchy10_prior_clock_cp123.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	CP1.nu	CP2.nu	CP3.nu	CP1.mu	CP2.mu	CP3.mu	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
2177000	-4827.9302524738	-29.92044395016093	-4798.009808523639	0.5249854431865176	2018.3900830499642	5.261771446573102	29.178404809755044	12.10014504441948	16.155856951144635	0.31352946068473436	0.21612445624079202	0.25568996002356814	0.21465612305090678	0.7893196919802892	0.06391936131385312	0.23947856130792744	0.6966020773782144	0.19169547927817657	0.7182011309744112	2.091172118560875	0.0038292524395617646	0.0038292524395617633	-4798.009808523639	0.0	-21.876682006228812
2178000	-4817.1878468597115	-23.34083882738612	-4793.847008032325	0.41708615699675744	2018.497982336154	3.7764938978653033	6.856916371717582	11.711163245429868	14.18070227576028	0.30354381317375123	0.21827815192829583	0.25478399872246177	0.22339403617549253	1.447905941365367	0.0819825311981845	0.20799050065670244	0.7100269681451081	0.24586729728583834	0.6237677894327355	2.1314731141767855	0.005548167357638995	0.005548167357638994	-4793.847008032325	0.0	-15.388051186385972
2179000	-4824.9316422661295	-17.057633599907415	-4807.874008666222	0.5415305400169396	2018.3735379531338	3.802350123808392	2.569887868351045	5.822761711442533	10.0936810812312	0.312155520415061	0.23434391561586515	0.24175786259734727	0.211742701371728	1.1261103030220068	0.026288355469223913	0.21230196508119165	0.7614096794495795	0.07883931875295164	0.6366979599202829	2.285721998504522	0.004317602433477714	0.004317602433477715	-4807.874008666222	0.0	-12.09714185303792
2180000	-4819.981535271637	-19.870463057005146	-4800.111072214631	0.49777862306352	2018.4172898700872	4.07782360997487	3.895068532430277	7.92369986511122	8.33153744157736	0.2994858164693744	0.2124498779663881	0.26802705046454733	0.22003725509969166	0.7331441085201502	0.04526946261451534	0.31498639404153395	0.6397441433439459	0.13576404948643092	0.9446506743929256	1.9204868303129043	0.005087725908372297	0.005087725908372299	-4800.111072214631	0.0	-15.374501748815318
2181000	-4807.632023031814	-10.07787763750861	-4797.554145394306	0.40317254387045187	2018.5118959492804	2.9860537428637146	2.7859922360367397	8.696752952414124	9.912463279078095	0.32087582905595236	0.2262689421330738	0.25157862374040907	0.2012766050705662	0.527630045952244	0.104459942395273	0.28547497329633775	0.6100650843083845	0.3132775157828853	0.8561453165850992	1.8313914589728169	0.008055698577022891	0.008055698577022893	-4797.554145394306	0.0	-5.555244441993373
2182000	-4801.676811868797	-1.0962211111933047	-4800.580590757603	0.31137241393677967	2018.603696079214	2.17753166290869	1.5529986467449044	10.414868036806052	12.003851379689953	0.32524647906136844	0.22418668684821255	0.23597660015221822	0.2145902339382022	0.44568936330633346	0.0758277993047307	0.17991512907953003	0.7442570716157345	0.22740912974641078	0.539569172616573	2.234230542438607	0.009444102296097288	0.009444102296097294	-4800.580590757603	0.0	3.4450781675294375
2183000	-4809.588821839148	-7.129407167537853	-4802.459414671611	0.3419986641540308	2018.5730698289967	2.4363060852790523	0.6187807401472009	5.137973117022451	11.28782395706459	0.31966722860121227	0.21390717812819673	0.25307391948075136	0.213351673789841	1.7393240923428173	0.07851713575019552	0.22885144249851141	0.6926314217512881	0.23547450506082143	0.6863301830856435	2.0792523660808278	0.01136691394955613	0.011366913949556133	-4802.459414671611	0.0	-1.4964939826808337
2184000	-4809.202755905227	-10.041319632689522	-4799.161436272537	0.30843082329058097	2018.6066376698602	2.4309737084644594	0.6989161684588417	2.4937010176162957	16.662676283916827	0.31541742781272286	0.21390717812819673	0.2573237202692408	0.213351673789841	2.290248793956432	0.0199037158631997	0.26218219425493705	0.7179140898818583	0.05969165325476738	0.7862897931524165	2.155149944331618	0.009127759710777917	0.00912775971077791	-4799.161436272537	0.0	-2.6799838297743563
2185000	-4796.9079173216005	1.8872540171810996	-4798.795171338782	0.2756349175511676	2018.6394335755997	2.0189349136778767	0.4882355861570935	4.164955876355617	7.881512694091308	0.3085653951114415	0.2122995733243765	0.25079035842191644	0.228344673142267	0.16184977015977575	0.018898445135350828	0.3084001108739412	0.6727014439907032	0.05667682566546938	0.9248982757061783	2.019423354411307	0.010457613863035651	0.010457613863035651	-4798.795171338782	0.0	3.4544288228212796
2186000	-4796.934401008246	-0.6399151524110653	-4796.294485855835	0.2624365974713749	2018.6526318956794	1.9700593285518972	1.2094476623402666	5.868379822006995	8.77716526242508	0.3085653951114415	0.21741679019900098	0.24567314154729195	0.228344673142267	0.2511331702695593	0.08898212368053697	0.2082492768226126	0.7027685994968456	0.26685921910852517	0.6245438644768264	2.1096837761366087	0.011283674350717547	0.011283674350717546	-4796.294485855835	0.0	2.3849692200508548
